Fighter,KD,Strikes,TD,Sub,Win_Rate,Total_Matches
Joanna Jedrzejczyk,0.1,111.05,0.30000000000000004,0.05,70.0,7.5
Joanne Wood,0.15,71.65,1.0666666666666667,0.2,46.666666666666664,8.0
Joao Pierini,0.0,1.0,0.0,0.0,0.0,1.0
Joao Roque,0.0,5.0,1.0,0.0,0.0,1.0
Joao Zeferino,0.0,12.5,0.5,1.0,0.0,1.0
Joaquim Silva,0.26666666666666666,31.066666666666666,0.1,0.3,56.666666666666664,4.0
Joaquin Buckley,0.5833333333333334,37.916666666666664,0.6666666666666666,0.0,49.99999999999999,4.5
Joby Sanchez,0.625,31.125,0.25,0.125,12.5,2.5
Jocelyn Jones-Lybarger,0.0,43.0,0.3333333333333333,0.0,0.0,3.0
Jodie Esquibel,0.0,61.5,0.75,0.0,0.0,2.0
Joe Brammer,0.0,20.0,0.5,0.0,0.0,2.0
Joe Charles,0.0,1.0,0.0,0.0,33.33333333333333,2.0
Joe Doerksen,0.08333333333333333,12.0,1.1666666666666667,1.8333333333333333,16.666666666666664,4.5
Joe Duffy,0.25,21.0,0.5,0.375,50.0,4.0
Joe Ellenberger,0.0,23.0,3.0,1.0,50.0,2.0
Joe Giannetti,0.0,29.0,1.0,0.0,0.0,1.0
Joe Jordan,0.0,20.0,0.0,0.0,0.0,1.0
Joe Lauzon,0.10989010989010989,22.409340659340657,1.2747252747252746,1.085164835164835,55.21978021978022,13.5
Joe Merritt,0.0,23.0,0.0,0.0,0.0,1.0
Joe Moreira,0.0,9.5,1.5,0.0,50.0,1.0
Joe Pardo,0.0,4.0,0.0,1.0,0.0,1.0
Joe Proctor,0.25,27.75,0.0,1.0,50.0,4.0
Joe Pyfer,1.0,14.0,0.0,0.0,100.0,1.0
Joe Riggs,0.08333333333333333,13.75,1.0833333333333335,0.16666666666666666,41.66666666666666,6.0
Joe Slick,0.0,5.0,0.5,2.0,50.0,1.0
Joe Solecki,0.0,27.25,2.125,0.875,75.0,3.0
Joe Son,0.0,0.0,1.0,1.0,0.0,1.0
Joe Soto,0.0,29.75,0.5,1.125,37.5,4.0
Joe Stevenson,0.05,18.95,1.9166666666666665,1.5666666666666667,50.0,8.0
Joe Vedepo,0.0,5.5,0.5,0.0,0.0,1.0
Joe Veres,0.0,0.0,0.0,0.0,0.0,1.0
Joel Alvarez,0.0,21.666666666666668,0.0,0.5,66.66666666666666,3.0
Joel Sutton,,,,,100.0,1.0
Joey Beltran,0.0,59.95833333333333,0.5416666666666666,0.0,29.166666666666664,5.0
Joey Gambino,0.0,22.0,0.0,0.5,0.0,1.0
Joey Gilbert,0.0,3.0,0.0,0.0,0.0,1.0
Joey Gomez,0.5,29.5,0.5,0.0,0.0,1.0
Joey Roberts,0.0,17.0,1.0,2.0,0.0,1.0
John Albert,0.16666666666666666,14.166666666666668,0.0,1.8333333333333335,16.666666666666664,2.5
John Alessio,0.0,22.166666666666668,0.3333333333333333,0.5,0.0,2.5
John Allan,0.0,53.666666666666664,1.6666666666666667,1.0,0.0,3.0
John Campetella,0.0,5.0,0.0,0.0,0.0,1.0
John Castaneda,0.5,53.66666666666667,0.5,0.16666666666666666,33.33333333333333,2.0
John Cholish,0.0,25.5,0.5,0.0,25.0,1.5
John Cofer,0.0,33.5,1.0,0.0,0.0,1.0
John Dodson,0.6357142857142857,42.75714285714285,0.6357142857142857,0.0,58.57142857142857,8.5
John Dowdy,0.0,0.0,0.0,0.0,0.0,1.0
John Gunderson,0.0,19.5,2.25,1.5,50.0,1.5
John Gunther,0.0,14.0,4.0,0.0,50.0,2.0
John Halverson,0.0,22.5,0.0,1.0,0.0,1.0
John Hathaway,0.225,45.975,2.3,0.875,80.0,4.5
John Howard,0.14583333333333331,25.4375,2.354166666666667,0.375,52.08333333333333,7.0
John Kolosci,0.0,1.0,0.0,0.0,0.0,1.0
John Lewis,0.0,10.0,0.5,0.0,50.0,2.0
John Lineker,0.7666666666666666,66.2,0.45,0.5333333333333333,73.33333333333333,8.0
John Lober,0.0,4.0,3.0,1.0,0.0,1.0
John Maguire,0.0,26.125,1.625,1.375,25.0,2.5
John Makdessi,0.32386363636363635,67.94318181818181,0.0,0.0,60.22727272727273,9.5
John Marsh,1.0,18.0,1.0,1.0,0.0,1.0
John Matua,0.0,0.0,0.0,0.0,0.0,1.0
John Moraga,0.14285714285714285,30.92857142857143,0.5,0.8571428571428572,57.14285714285714,7.0
John Phillips,0.375,12.5,0.0,0.0,25.0,3.0
John Polakowski,0.0,1.0,0.0,1.0,0.0,1.0
John Salter,0.0,9.5,1.25,0.0,25.0,1.5
John Teixeira,0.0,52.0,1.0,0.0,0.0,1.0
Johnny Bedford,0.3,20.2,0.5,0.0,20.0,3.0
Johnny Case,0.375,45.75,1.625,0.25,75.0,3.0
Johnny Eduardo,0.26666666666666666,25.8,0.1,0.2,43.33333333333333,4.0
Johnny Munoz,0.0,28.5,1.6666666666666665,1.6666666666666667,66.66666666666666,2.0
Johnny Rees,0.0,21.5,0.5,0.0,0.0,1.0
Johnny Rhodes,0.5,10.25,0.25,0.5,75.0,1.5
Johnny Walker,0.4583333333333333,16.541666666666668,0.08333333333333333,0.25,62.5,5.0
Johny Hendricks,0.3194444444444445,41.18055555555556,2.8194444444444446,0.2638888888888889,63.88888888888889,10.5
Jon Delos Reyes,0.3333333333333333,16.0,0.8333333333333334,0.5,16.666666666666664,2.0
Jon Fitch,0.09090909090909091,35.675324675324674,3.2337662337662336,0.7142857142857143,79.22077922077922,9.0
Jon Hess,0.0,17.0,0.0,0.0,100.0,1.0
Jon Jones,0.19583333333333333,64.30416666666667,1.9333333333333333,0.5125,90.41666666666666,11.5
Jon Madsen,0.0,29.083333333333336,1.1666666666666667,0.0,83.33333333333333,2.5
Jon Manley,0.0,17.0,1.0,0.0,0.0,1.0
Jon Olav Einemo,0.0,32.5,0.5,0.0,0.0,1.0
Jon Tuck,0.25,36.7,0.3,0.725,42.5,4.5
Jonathan Brookins,0.0,25.875,1.125,0.5,25.0,2.5
Jonathan Goulet,0.3333333333333333,11.75,1.9166666666666667,0.25,58.33333333333333,4.5
Jonathan Martinez,0.625,63.4375,0.375,0.125,81.25,6.0
Jonathan Meunier,0.0,45.0,0.5,0.0,50.0,2.0
Jonathan Pearce,0.0,48.16666666666667,3.833333333333333,0.6666666666666666,83.33333333333333,3.0
Jonathan Wiezorek,0.0,10.0,1.0,0.0,100.0,1.0
Jonathan Wilson,0.5,29.25,0.25,0.0,25.0,2.0
Jonavin Webb,0.5,22.0,2.5,1.0,0.0,2.0
Jordan Espinosa,0.0,40.5,0.5,0.0,33.33333333333333,3.0
Jordan Griffin,0.0,33.8,1.4,1.6,20.0,5.0
Jordan Johnson,0.0,43.75,2.75,1.0,100.0,2.0
Jordan Leavitt,0.25,27.375,0.875,0.375,75.0,3.0
Jordan Mein,0.325,30.9,1.55,0.225,57.5,4.5
Jordan Radev,0.0,10.5,0.0,0.0,0.0,2.0
Jordan Rinaldi,0.0,15.666666666666666,1.0833333333333333,0.9166666666666666,50.0,2.5
Jordan Williams,0.0,21.666666666666668,0.3333333333333333,0.0,0.0,3.0
Jordan Wright,0.2,21.85,0.5,0.1,20.0,3.5
Jorge Gurgel,0.0,51.2,0.75,0.1,45.0,3.5
Jorge Lopez,0.0,37.0,3.5,0.0,0.0,1.0
Jorge Masvidal,0.4305555555555556,52.68055555555556,0.75,0.3333333333333333,55.55555555555555,10.5
Jorge Patino,0.0,19.0,1.0,1.0,0.0,1.0
Jorge Rivera,0.5,24.611111111111114,0.5,0.08333333333333333,52.77777777777778,7.5
Jorge Santiago,0.125,15.5,0.375,0.75,12.5,3.0
Jorge de Oliveira,0.0,11.5,0.0,0.0,0.0,1.0
Jose Aldo,0.2828282828282828,57.54545454545455,0.5656565656565656,0.20202020202020202,64.14141414141415,10.0
Jose Maria,0.0,31.0,1.5,1.5,0.0,2.0
Jose Quinonez,0.375,39.425,1.975,0.45,57.5,4.5
Jose Torres,0.0,25.5,0.5,0.0,50.0,1.0
Joselyne Edwards,0.0,75.83333333333334,0.41666666666666663,0.16666666666666666,50.0,2.5
Joseph Benavidez,0.28181818181818186,44.71363636363637,1.1545454545454545,0.19090909090909092,70.9090909090909,10.5
Joseph Gigliotti,0.0,10.0,1.0,0.5,0.0,1.0
Joseph Holmes,0.5,25.75,0.5,0.5,50.0,1.5
Joseph Morales,0.25,17.25,0.5,2.25,25.0,1.5
Joseph Sandoval,0.0,1.5,0.0,0.0,0.0,2.0
Josh Barnett,0.08333333333333333,39.79166666666667,0.4583333333333333,0.5,66.66666666666667,5.0
Josh Bryant,0.0,9.0,0.0,0.0,0.0,1.0
Josh Clopton,0.0,24.0,2.0,0.0,0.0,1.0
Josh Copeland,0.0,14.5,0.0,0.0,0.0,1.0
Josh Culibao,0.5833333333333333,37.916666666666664,0.0,0.41666666666666663,58.33333333333333,2.5
Josh Emmett,0.75,55.25,1.1875,0.125,75.0,6.0
Josh Ferguson,0.0,27.0,0.5,0.0,0.0,1.0
Josh Fremd,0.0,28.0,0.75,0.75,25.0,1.5
Josh Grispi,0.0,9.0,1.5,1.3333333333333333,0.0,2.0
Josh Haynes,0.25,12.25,0.75,0.0,0.0,1.5
Josh Hendricks,0.0,1.0,0.0,0.0,0.0,1.0
Josh Koscheck,0.15384615384615385,16.94871794871795,1.5865384615384617,0.27884615384615385,59.2948717948718,12.5
Josh Neer,0.07142857142857142,31.5625,0.6607142857142857,0.8571428571428572,41.07142857142857,7.5
Josh Parisian,0.0,49.125,1.0,0.0,25.0,2.5
Josh Quinlan,1.0,3.0,0.0,0.0,100.0,1.0
Josh Rafferty,0.0,1.0,0.0,1.0,0.0,1.0
Josh Samman,0.4,17.2,0.6,0.2,60.0,5.0
Josh Sampo,0.0,21.25,0.75,1.5,25.0,2.0
Josh Shockley,0.0,14.0,0.0,0.5,0.0,2.0
Josh Shockman,0.0,13.0,0.0,0.0,0.0,1.0
Josh Stansbury,0.0,26.25,0.0,0.5,25.0,1.5
Josh Stuart,,,,,0.0,1.0
Josh Thomson,0.29166666666666663,27.458333333333336,1.6666666666666667,0.0,41.666666666666664,3.5
Joshua Burkman,0.08333333333333333,27.714285714285715,1.505952380952381,0.19642857142857142,25.0,9.5
Joshua Weems,0.0,18.0,2.0,0.0,0.0,1.0
Josiane Nunes,1.0,84.0,0.0,0.0,100.0,3.0
Journey Newson,0.25,24.0,0.3333333333333333,0.16666666666666666,16.666666666666664,2.5
Juan Adams,0.0,30.5,0.3333333333333333,0.0,16.666666666666664,2.0
Juan Espino,0.0,13.5,4.0,1.0,75.0,1.5
Juan Manuel Puig,0.0,6.5,0.0,0.0,0.0,2.0
Juancamilo Ronderos,0.0,6.0,0.5,0.0,0.0,2.0
Jules Bruchez,0.0,1.0,0.0,0.0,0.0,1.0
Julia Avila,0.25,35.5,0.5,0.25,75.0,2.0
Julian Erosa,0.08333333333333333,55.08333333333333,1.0833333333333333,0.41666666666666663,49.99999999999999,6.0
Julian Marquez,0.125,48.75,0.0,1.625,50.0,3.0
Julian Sanchez,0.0,0.0,0.0,0.0,0.0,1.0
Juliana Lima,0.0,27.45,1.7,0.0,45.0,3.5
Juliana Miller,0.0,42.0,2.0,2.0,50.0,1.0
Julianna Pena,0.0,37.714285714285715,1.619047619047619,0.5952380952380952,69.04761904761904,5.0
Julie Kedzie,0.0,41.0,1.0,0.0,0.0,2.0
Julija Stoliarenko,0.0,29.5,0.5,0.8333333333333333,16.666666666666664,3.0
Julio Arce,0.125,54.8,0.45,0.325,57.5,4.5
Julio Paulino,0.0,14.5,0.0,0.5,0.0,1.0
Jumabieke Tuerxun,0.0,17.0,0.3333333333333333,0.6666666666666666,0.0,3.0
JunYong Park,0.0,51.3,2.1333333333333333,0.6333333333333333,80.0,4.0
Junie Browning,0.0,16.0,1.0,1.0,50.0,2.0
Junior Albini,0.5,22.375,0.375,0.0,50.0,2.5
Junior Assuncao,0.125,41.5,2.0,0.25,62.5,2.5
Junior Dos Santos,0.6190476190476191,46.551587301587304,0.23809523809523808,0.03571428571428571,67.46031746031747,11.5
Jussier Formiga,0.13333333333333333,16.75,1.3666666666666667,0.3833333333333333,55.0,8.0
Justin Buchholz,0.5,19.75,0.0,0.25,12.5,2.5
Justin Edwards,0.1,36.45,2.45,0.5,20.0,3.5
Justin Eilers,0.25,5.0,0.0,0.0,25.0,2.0
Justin Frazier,0.0,4.0,0.0,0.0,0.0,1.0
Justin Gaethje,0.45,74.73333333333333,0.1,0.0,61.66666666666667,5.5
Justin James,0.0,13.0,0.0,1.0,0.0,1.0
Justin Jaynes,0.3333333333333333,27.833333333333336,0.5,0.6666666666666666,16.666666666666664,2.5
Justin Jones,0.0,25.5,1.0,0.5,0.0,2.0
Justin Lawrence,0.5,35.0,0.75,0.0,50.0,1.5
Justin Ledet,0.0,33.45833333333333,0.125,0.125,45.83333333333333,3.5
Justin Levens,0.0,1.0,0.0,0.5,0.0,1.0
Justin Martin,,,,,100.0,1.0
Justin McCully,0.25,18.5,1.0,0.0,50.0,2.0
Justin Salas,0.125,26.916666666666668,1.2916666666666667,0.0,45.83333333333333,3.5
Justin Scoggins,0.125,40.275,2.575,0.3,45.0,4.5
Justin Tafa,0.5,31.5,0.0,0.0,50.0,3.0
Justin Willis,0.41666666666666663,41.33333333333333,0.9166666666666666,0.0,83.33333333333333,2.5
Justin Wren,0.0,17.0,0.0,0.0,0.0,1.0
Justine Kish,0.125,68.08333333333334,0.9583333333333334,0.125,45.83333333333333,3.5
Jutaro Nakao,0.5,6.0,0.0,0.0,50.0,2.0
KB Bhullar,0.0,36.0,0.0,0.0,0.0,1.0
KJ Noons,0.16666666666666666,27.166666666666664,0.0,0.0,33.33333333333333,3.0
Kai Kamaka,0.25,67.5,1.75,0.25,25.0,2.0
Kai Kara-France,0.6000000000000001,55.7,0.4,0.0,70.0,5.0
Kailin Curran,0.0,46.625,1.5416666666666665,0.4583333333333333,16.666666666666664,3.5
Kajan Johnson,0.35,32.1,0.9,0.1,55.0,3.5
Kalib Starnes,0.0,27.8,1.0,0.4,40.0,5.0
Kalindra Faria,0.0,22.25,0.75,0.5,0.0,1.5
Kamal Shalorus,0.0,16.75,0.5,0.0,0.0,1.5
Kamaru Usman,0.5763888888888888,77.58333333333334,3.5069444444444446,0.11805555555555555,88.19444444444444,8.5
Kamuela Kirk,0.0,25.0,0.0,1.5,50.0,2.0
Kanako Murata,0.0,26.0,2.0,1.0,50.0,2.0
Karine Gevorgyan,0.0,2.0,0.0,0.0,0.0,1.0
Karine Silva,0.0,17.0,1.0,1.0,100.0,1.0
Karl Roberson,0.08333333333333333,20.25,0.375,0.29166666666666663,37.5,5.0
Karl Williams,1.0,38.0,8.0,0.0,100.0,1.0
Karlos Vemola,0.0,15.5,1.25,1.0,25.0,3.0
Karo Parisyan,0.0,28.88095238095238,4.154761904761905,0.738095238095238,61.9047619047619,6.5
Karol Rosa,0.125,91.25,2.0,0.0,87.5,3.0
Karolina Kowalkiewicz,0.0,64.24444444444444,0.2222222222222222,0.2111111111111111,43.33333333333333,7.0
Katlyn Chookagian,0.05,66.16666666666666,0.23333333333333334,0.25,71.66666666666667,8.0
Katsuhisa Fujii,0.5,22.5,1.0,0.0,50.0,1.0
Katsunori Kikuno,0.0,18.125,0.5,0.125,25.0,2.5
Kay Hansen,0.0,43.25,1.75,0.75,25.0,2.0
Kazuhiro Nakamura,0.0,10.5,1.0,0.0,0.0,1.0
Kazuki Tokudome,0.5,30.833333333333336,1.8333333333333335,0.0,50.0,2.0
Kazula Vargas,0.0,34.5,0.25,0.25,25.0,4.0
Kazushi Sakuraba,0.0,0.5,0.5,1.0,50.0,2.0
Keigo Kunihara,0.0,1.0,2.0,1.0,0.0,1.0
Keiichiro Yamamiya,0.0,14.0,0.0,0.0,0.0,1.0
Keita Nakamura,0.2857142857142857,28.839285714285715,1.9285714285714286,0.3392857142857143,33.92857142857143,5.5
Keith Berish,0.0,30.5,1.0,0.0,0.0,1.0
Keith Hackney,0.16666666666666666,10.5,0.0,0.5,66.66666666666666,2.0
Keith Jardine,0.25,42.035714285714285,0.23809523809523808,0.0,46.42857142857143,6.5
Keith Mielke,,,,,0.0,1.0
Keith Rockel,0.0,5.5,1.5,1.5,50.0,2.0
Keith Wisniewski,0.0,25.5,2.0,0.16666666666666666,0.0,2.0
Kelly Dullanty,0.0,0.0,0.0,0.0,0.0,1.0
Kelly Faszholz,0.0,60.0,0.0,0.0,0.0,1.0
Kelvin Gastelum,0.44505494505494503,47.65384615384615,0.7967032967032968,0.14285714285714285,62.08791208791209,10.0
Ken Shamrock,0.0625,9.2625,0.5875,0.675,48.75,6.5
Ken Stone,0.0,21.0,0.3333333333333333,0.16666666666666666,33.33333333333333,2.0
Kendall Grove,0.18055555555555555,19.61111111111111,0.3472222222222222,1.2916666666666665,38.88888888888889,6.5
Kenichi Yamamoto,0.0,8.0,0.0,0.3333333333333333,66.66666666666666,3.0
Kennedy Nzechukwu,0.3333333333333333,45.2,0.5,0.1,70.0,4.0
Kenny Florian,0.07142857142857142,27.735714285714284,1.4928571428571429,0.7142857142857143,68.57142857142857,8.5
Kenny Robertson,0.14285714285714285,30.678571428571427,0.5714285714285714,0.35714285714285715,28.57142857142857,4.5
Kerry Schall,0.0,8.0,0.0,0.0,0.0,1.0
Ketlen Vieira,0.0,55.166666666666664,1.380952380952381,0.38095238095238093,69.04761904761904,5.0
Kevin Aguilar,0.16666666666666666,53.333333333333336,0.16666666666666666,0.0,33.33333333333333,3.0
Kevin Burns,0.41666666666666663,30.583333333333336,0.25,0.5833333333333333,41.666666666666664,2.5
Kevin Casey,0.125,25.333333333333332,0.4583333333333333,0.3333333333333333,12.5,3.5
Kevin Croom,0.25,20.75,0.25,0.25,0.0,2.0
Kevin Ferguson,0.0,16.0,3.0,0.5,50.0,1.0
Kevin Holland,0.25,43.076388888888886,0.6944444444444444,0.3958333333333333,59.02777777777778,8.5
Kevin Jackson,0.0,6.25,1.25,0.25,50.0,4.0
Kevin Jordan,0.0,18.0,0.0,0.0,0.0,1.0
Kevin Lee,0.0625,45.225,2.5125,0.65,61.25,9.0
Kevin Natividad,0.3333333333333333,25.666666666666668,2.3333333333333335,0.0,0.0,3.0
Kevin Randleman,0.0,13.583333333333332,2.8333333333333335,0.625,58.33333333333333,3.5
Kevin Rosier,,,,,0.0,1.0
Khabib Nurmagomedov,0.08333333333333333,40.83333333333333,2.5416666666666665,0.375,100.0,6.5
Khadis Ibragimov,0.0,41.0,0.75,0.25,0.0,2.0
Khalid Murtazaliev,0.0,48.0,5.0,0.0,100.0,1.0
Khalid Taha,0.3333333333333333,27.166666666666664,0.0,0.16666666666666666,16.666666666666664,3.0
Khalil Rountree Jr.,0.8095238095238095,30.035714285714285,0.0,0.08333333333333333,52.38095238095238,6.5
Khama Worthy,0.16666666666666666,16.833333333333336,0.0,0.16666666666666666,33.33333333333333,2.5
Khamzat Chimaev,0.25,32.875,1.5,1.25,100.0,3.0
Khaos Williams,0.4,64.9,0.0,0.0,80.0,3.0
Khusein Askhabov,0.0,30.0,0.0,0.0,0.0,1.0
Kiichi Kunimoto,0.0,17.75,1.0,0.16666666666666666,58.33333333333333,2.5
Kimo Leopoldo,0.0,6.166666666666666,0.6666666666666666,0.5,33.33333333333333,3.0
Kit Cope,0.0,8.0,0.0,0.0,0.0,1.0
Kleydson Rodrigues,0.5,47.5,1.0,0.5,50.0,2.0
Klidson Abreu,0.0,28.0,0.6666666666666666,0.0,50.0,2.0
Koji Kitao,0.0,1.0,1.0,0.0,0.0,1.0
Koji Oishi,0.0,1.5,1.5,0.0,0.0,2.0
Konstantin Erokhin,0.0,16.0,0.0,0.0,0.0,1.0
Kris McCray,0.0,23.333333333333332,1.6666666666666667,0.0,0.0,3.0
Kris Moutinho,0.0,40.5,0.0,0.0,0.0,1.0
Kristian Rothaermel,0.0,3.0,0.0,0.0,0.0,1.0
Kristof Midoux,0.0,2.0,0.0,0.0,0.0,1.0
Kron Gracie,0.0,44.0,0.5,0.5,50.0,1.0
Krzysztof Jotko,0.1111111111111111,37.64583333333333,1.125,0.05555555555555555,64.58333333333333,8.5
Krzysztof Soszynski,0.1,32.0,0.3,0.7,67.5,4.5
Kuniyoshi Hironaka,0.16666666666666666,19.666666666666668,3.0,0.8333333333333333,50.0,2.0
Kurt Holobaugh,0.25,50.75,1.0,0.5,0.0,2.0
Kurt Pellegrino,0.1875,22.6875,1.75,0.6875,68.75,6.0
Kwan Ho Kwak,0.0,31.5,0.5,0.0,0.0,1.0
Kyle Bochniak,0.125,39.33333333333333,1.25,0.0,33.33333333333333,3.5
Kyle Bradley,0.0,14.666666666666668,0.16666666666666666,0.0,16.666666666666664,2.0
Kyle Daukaus,0.0,29.333333333333336,2.0,0.5,16.666666666666664,3.5
Kyle Kingsbury,0.1,34.15,1.975,0.0,42.5,4.5
Kyle Nelson,0.0,30.375,0.875,0.5,25.0,3.0
Kyle Noke,0.25,29.75,0.9166666666666667,0.3333333333333333,49.99999999999999,6.0
Kyle Prepolec,0.0,48.0,0.0,0.0,0.0,2.0
Kyle Stewart,0.0,12.5,0.0,0.0,0.0,2.0
Kyle Watson,0.0,48.5,0.0,0.0,50.0,2.0
Kyler Phillips,0.16666666666666666,63.25,2.75,0.5,83.33333333333333,2.5
Kyoji Horiguchi,0.6,54.93333333333334,2.033333333333333,0.0,90.0,4.0
Kyung Ho Kang,0.2833333333333333,39.0,1.7333333333333334,0.6833333333333333,63.33333333333333,5.5
Lance Benoist,0.5,67.16666666666667,1.0,0.0,33.33333333333333,2.0
Lance Gibson,0.5,19.5,1.0,0.5,50.0,2.0
Lando Vannata,0.3857142857142857,54.1,0.9857142857142857,0.27142857142857146,37.14285714285714,6.0
Lara Procopio,0.0,69.5,4.0,0.5,50.0,1.5
Larissa Pacheco,0.0,7.0,0.0,0.0,0.0,1.0
Larry Cureton,0.0,3.5,0.0,0.5,0.0,1.0
Laureano Staropoli,0.0,58.25,0.625,0.0,37.5,3.0
Lauren Mueller,0.0,48.66666666666667,1.1666666666666667,0.0,50.0,2.0
Lauren Murphy,0.05,56.225,1.075,0.125,62.5,7.0
Lavar Johnson,0.5,36.0,0.25,0.0,50.0,2.0
Laverne Clark,0.5,7.833333333333333,0.3333333333333333,0.0,87.5,2.5
Leah Letson,0.0,45.0,0.5,0.0,50.0,1.0
Leandro Issa,0.0,26.125,1.625,0.625,25.0,2.5
Leandro Silva,0.0,30.53333333333333,1.4,0.3,43.33333333333333,4.0
Lee Murray,0.0,0.0,0.0,2.0,100.0,1.0
Leigh Remedios,0.0,5.0,0.0,0.0,0.0,1.0
Leo Kuntz,0.0,19.0,1.5,0.5,0.0,1.0
Leon Edwards,0.28181818181818186,50.32727272727273,1.3818181818181818,0.2727272727272727,80.9090909090909,8.0
Leonard Garcia,0.1,36.2,0.45,0.375,25.0,4.5
Leonardo Guimaraes,0.0,35.0,0.0,1.0,0.0,2.0
Leonardo Mafra,0.0,40.25,1.25,0.25,25.0,4.0
Leonardo Morales,0.0,18.0,0.0,0.0,0.0,2.0
Leonardo Santos,0.2833333333333333,30.03333333333333,0.6666666666666666,0.18333333333333335,65.0,5.5
Lerone Murphy,0.16666666666666666,44.25,0.6666666666666666,0.3333333333333333,83.33333333333333,2.5
Leslie Smith,0.29166666666666663,64.875,0.0,0.0,58.33333333333333,3.5
Levan Makashvili,0.0,41.5,3.25,0.0,25.0,1.5
Lewis Gonzalez,0.0,21.0,2.0,0.0,0.0,1.0
Li Jingliang,0.5857142857142856,48.67142857142858,0.9,0.0,61.42857142857143,8.5
Liana Jojua,0.0,20.5,1.3333333333333333,0.5,16.666666666666664,2.0
Liang Na,0.0,11.5,1.5,0.5,0.0,1.0
Liliya Shakirova,0.0,23.0,0.0,0.0,0.0,1.0
Lina Lansberg,0.22916666666666666,40.9375,0.41666666666666663,0.16666666666666666,35.416666666666664,5.5
Lisa Ellis,0.0,5.5,1.5,0.5,0.0,2.0
Liudvik Sholinian,0.0,37.5,0.0,0.0,0.0,1.0
Livinha Souza,0.0,11.8,1.1,0.6,30.0,3.0
Liz Carmouche,0.0,30.208333333333332,2.458333333333333,0.41666666666666663,54.166666666666664,5.0
Lodune Sincaid,0.0,10.0,0.0,0.0,0.0,1.0
Logan Clark,0.0,40.0,0.0,2.0,100.0,1.0
Loik Radzhabov,0.0,40.0,11.0,0.0,100.0,1.0
Loma Lookboonmee,0.0,55.66666666666667,1.7083333333333333,0.125,66.66666666666666,3.5
Loopy Godinez,0.0,39.166666666666664,4.0,0.6666666666666666,49.99999999999999,3.0
Lorenz Larkin,0.25,39.83333333333333,0.08333333333333333,0.0,45.83333333333333,5.0
Louis Cosce,0.5,54.5,1.0,0.5,0.0,2.0
Louis Gaudinot,0.0,26.25,0.5,0.8333333333333333,25.0,2.5
Louis Smolka,0.12878787878787878,42.553030303030305,0.8560606060606061,0.8636363636363636,40.15151515151515,8.5
Lowell Anderson,0.0,9.0,0.0,0.0,0.0,1.0
Luan Chagas,1.0,48.25,0.25,0.25,25.0,2.0
Luan Lacerda,0.0,80.0,1.0,0.0,0.0,1.0
Luana Carolina,0.25,64.875,0.0,0.875,62.5,3.0
Luana Pinheiro,0.5,44.5,3.5,0.5,100.0,1.0
Lucas Alexander,0.5,43.0,0.0,0.0,50.0,2.0
Lucas Almeida,2.0,75.0,0.0,0.0,100.0,1.0
Lucas Martins,0.4583333333333333,27.208333333333332,0.0,0.25,62.5,3.5
Lucie Pudilova,0.16666666666666666,59.58333333333333,0.5833333333333334,0.5833333333333333,41.666666666666664,4.0
Lucio Linhares,0.0,8.0,1.0,1.0,0.0,1.0
Ludovit Klein,0.375,43.75,1.0,0.0,50.0,3.0
Luigi Fioravanti,0.225,23.575,2.625,0.725,45.0,4.5
Luigi Vendramini,0.25,19.0,0.5,0.25,25.0,4.0
Luis Henrique,0.0,21.0,2.75,0.875,37.5,3.0
Luis Pena,0.125,47.0,1.0,1.0,62.5,4.0
Luis Ramos,0.0,12.0,0.5,0.0,0.0,2.0
Luis Saldana,0.5,72.0,0.75,0.25,50.0,2.0
Luiz Cane,0.7,27.725,0.225,0.125,42.5,4.5
Luiz Dutra,0.0,15.5,0.0,0.0,0.0,2.0
Lukasz Brzeski,0.0,72.0,0.0,0.0,0.0,2.0
Lukasz Sajewski,0.0,18.75,0.5,0.0,0.0,1.5
Luke Barnatt,0.25,59.375,0.5,0.375,62.5,3.0
Luke Caudillo,0.5,17.0,0.0,0.0,0.0,1.0
Luke Cummo,0.625,22.291666666666664,0.75,1.25,45.83333333333333,3.5
Luke Jumeau,0.0,44.0,0.25,0.0,50.0,2.0
Luke Rockhold,0.18333333333333335,33.8,0.5666666666666667,0.5666666666666667,56.666666666666664,5.5
Luke Sanders,0.6666666666666666,48.83333333333333,0.25,0.25,58.33333333333333,4.0
Luke Zachrich,0.0,39.5,0.5,0.0,50.0,1.5
Lyman Good,0.3,61.7,0.1,0.0,30.0,3.0
Lyoto Machida,0.5777777777777777,29.977777777777778,0.6888888888888889,0.3111111111111111,64.44444444444444,12.0
Mac Danzig,0.23809523809523808,37.01190476190476,0.9047619047619047,0.4642857142857143,39.285714285714285,6.5
Maciej Jewtuszko,0.0,30.0,0.0,0.0,0.0,1.0
Mackens Semerzier,0.0,29.5,1.25,0.25,25.0,1.5
Mackenzie Dern,0.08333333333333333,35.58333333333333,0.4583333333333333,1.5416666666666665,75.0,5.0
Macy Chiasson,0.225,38.65,1.625,0.25,67.5,4.5
Mads Burnell,0.0,17.5,3.75,0.25,25.0,1.5
Magnus Cedenblad,0.5,19.6,0.9,0.3,80.0,3.0
Magomed Ankalaev,0.5892857142857143,45.35714285714286,0.8571428571428572,0.0,80.35714285714286,5.5
